Item Id,Item Name,Monster,Components
465665,Shotgun (Green) 1,Gendrome,"Gendrome Hide+ [Gendrome]
Genprey Hide+ [Genprey]
Gendrome Fang [Gendrome]
Paralysis Sac"
137217,Viper Bite 1,Genprey,"Genprey Hide [Genprey]
Genprey Fang [Genprey]
Lightcrystal"
78849,White Serpentblade 1,Giaprey,"Giaprey Hide [Giaprey]
Giaprey Scale [Giaprey]
Monster Bone S"
137729,Snake Bite 1,Giaprey,"Giaprey Scale [Giaprey]
Giaprey Hide [Giaprey]
Sharp Claw"
859137,Giaprey Balloon 1,Giaprey,"Giaprey Hide [Giaprey]
Giaprey Scale [Giaprey]
Brute Bone
Anteka Antler [Anteka]"
987905,Snowy Veil 1,Giaprey,"Giaprey Scale [Giaprey]
Giaprey Hide [Giaprey]
Iron Ore"
80897,Scorching Blazer 1,Glavenus,"Glavenus Tail [Glavenus]
Glavenus Pyroshell [Glavenus]
Glavenus Shell [Glavenus]
Monster Bone+"
145665,Burning Prominar 1,Glavenus,"Glavenus Tailpiece [Glavenus]
Glavenus Shell [Glavenus]
Flaming Bursa [Glavenus]
Monster Bone+"
211713,Scorching Isshata 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Shell [Glavenus]
Glavenus Fang [Glavenus]
Monster Bone+"
277505,Svarog Blazer 1,Glavenus,"Glavenus Fang [Glavenus]
Glavenus Pyroshell [Glavenus]
Glavenus Scale [Glavenus]
Monster Bone+"
339201,Burning Igna 1,Glavenus,"Glavenus Shell [Glavenus]
Glavenus Pyroshell [Glavenus]
Glavenus Tail [Glavenus]"
471041,Burning Answer 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Shell [Glavenus]
Glavenus Tailpiece [Glavenus]"
539905,Billowing Luger 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Scale [Glavenus]
Glavenus Tailpiece [Glavenus]
Monster Bone+"
601089,Scorching Drafa 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Tail [Glavenus]
Glavenus Shell [Glavenus]
Monster Bone+"
668673,Burning Kabeira 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Tail [Glavenus]
Glavenus Scale [Glavenus]
Monster Bone+"
732417,Ashen Wrath 1,Glavenus,"Glavenus Scale [Glavenus]
Glavenus Pyroshell [Glavenus]
Glavenus Fang [Glavenus]"
800257,Smoldering Cities 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Scale [Glavenus]
Glavenus Fang [Glavenus]
Monster Bone+"
865281,Hell Horn 1,Glavenus,"Glavenus Pyroshell [Glavenus]
Glavenus Scale [Glavenus]
Flaming Bursa [Glavenus]
Monster Bone+"
926721,Flaming Teuza 1,Glavenus,"Glavenus Tail [Glavenus]
Glavenus Pyroshell [Glavenus]
Glavenus Shell [Glavenus]
Monster Bone+"
991745,Scorching Demander 1,Glavenus,"Glavenus Tailpiece [Glavenus]
Glavenus Shell [Glavenus]
Glavenus Pyroshell [Glavenus]
Monster Bone+"
136449,Lunatic Rose 1,Gold Rathian,"G.Rathian Scale+ [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Rath Gleam"
139265,Golden Falchion 1,Gold Rathian,"G.Rathian Scale+ [Gold Rathian]
G.Rathian Carapace [Gold Rathian]
Rath Medulla"
474113,Gold Valkyrie 1,Gold Rathian,"G.Rathian Scale+ [Gold Rathian]
G.Rathian Carapace [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Novacrystal"
594689,Golden Crescent 1,Gold Rathian,"G.Rathian Carapace [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Rath Gleam"
664321,Queen's Panoply 1,Gold Rathian,"G.Rathian Carapace [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Rath Gleam"
734977,Selene Moonbroken 1,Gold Rathian,"G.Rathian Carapace [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Rath Gleam
Inferno Sac"
855041,Gold Chordmaker 1,Gold Rathian,"G.Rathian Scale+ [Gold Rathian]
G.Rathian Carapace [Gold Rathian]
Small Goldenfish"
987137,Luna Eostre 1,Gold Rathian,"G.Rathian Carapace [Gold Rathian]
G.Rathian Spike+ [Gold Rathian]
Rath Gleam"
81153,Schattenstolz 1,Gore Magala,"Gore Magala Ripclaw [Gore Magala]
Gore Magala Shell [Gore Magala]
Gore Magala Wing [Gore Magala]
Defiled Scale [Gore Magala]"
145921,Sucher-Ankh 1,Gore Magala,"Gore Magala Feeler [Gore Magala]
Gore Magala Scale [Gore Magala]
Gore Magala Tail [Gore Magala]
Defiled Scale [Gore Magala]"
211969,Wuchtblick 1,Gore Magala,"Gore Magala Shell [Gore Magala]
Gore Magala Scale [Gore Magala]
Gore Magala Ripclaw [Gore Magala]
Gore Magala Feeler [Gore Magala]"
277761,Eiferschild 1,Gore Magala,"Gore Magala Feeler [Gore Magala]
Gore Magala Wing [Gore Magala]
Gore Magala Scale [Gore Magala]
Gore Magala Tail [Gore Magala]"
293889,Ace Lance 1,Gore Magala,"Damaged Amber
Gore Magala Feeler+ [Gore Magala]
Gore Magala Carapace [Gore Magala]
Hyper Kecha Pelt+"
339457,Tödlicher Abzug 1,Gore Magala,"Gore Magala Scale [Gore Magala]
Gore Magala Feeler [Gore Magala]
Gore Magala Ripclaw [Gore Magala]
Gore Magala Wing [Gore Magala]"
471297,Fäulnisschleuder 1,Gore Magala,"Gore Magala Scale [Gore Magala]
Gore Magala Feeler [Gore Magala]
Gore Magala Shell [Gore Magala]
Defiled Scale [Gore Magala]"
540161,Stahlfakt 1,Gore Magala,"Gore Magala Scale [Gore Magala]
Gore Magala Wing [Gore Magala]
Gore Magala Feeler [Gore Magala]
Defiled Scale [Gore Magala]"
601345,Eisenleib 1,Gore Magala,"Gore Magala Feeler [Gore Magala]
Gore Magala Shell [Gore Magala]
Gore Magala Tail [Gore Magala]
Defiled Scale [Gore Magala]"
668929,Tyrannenarm 1,Gore Magala,"Gore Magala Shell [Gore Magala]
Gore Magala Ripclaw [Gore Magala]
Gore Magala Feeler [Gore Magala]
Gore Magala Tail [Gore Magala]"
732673,Entbehrung 1,Gore Magala,"Gore Magala Shell [Gore Magala]
Gore Magala Ripclaw [Gore Magala]
Gore Magala Feeler [Gore Magala]
Defiled Scale [Gore Magala]"
800513,Fledderklauen 1,Gore Magala,"Gore Magala Ripclaw [Gore Magala]
Gore Magala Feeler [Gore Magala]
Gore Magala Shell [Gore Magala]
Defiled Scale [Gore Magala]"
865537,Kummerklang 1,Gore Magala,"Gore Magala Ripclaw [Gore Magala]
Gore Magala Shell [Gore Magala]
Gore Magala Feeler [Gore Magala]
Defiled Scale [Gore Magala]"
926977,Leumundslist 1,Gore Magala,"Gore Magala Shell [Gore Magala]
Gore Magala Feeler [Gore Magala]
Gore Magala Tail [Gore Magala]
Defiled Scale [Gore Magala]"
992001,Elendskraft 1,Gore Magala,"Gore Magala Feeler [Gore Magala]
Gore Magala Shell [Gore Magala]
Gore Magala Tail [Gore Magala]
Defiled Scale [Gore Magala]"
681473,White Gunlance 1,Gravios,"Gravios Scalp
Gravios Carapace [Gravios]
Gravios Wing [Gravios]"
99841,Clero Blade 1,Great Maccao,"Great Maccao Scale+ [Great Maccao]
Champion's Crest [Great Maccao]
Avian Finebone"
464641,Quill Burst 1,Great Maccao,"Great Maccao Scale [Great Maccao]
Great Maccao Hide [Great Maccao]
Iron Ore"
554753,Roguemaster 1,Great Maccao,"Maccao Tailspear [Great Maccao]
Glorious Crest [Great Maccao]
Avian Stoutbone"
723201,Plume Bow 1,Great Maccao,"Great Maccao Scale [Great Maccao]
Great Maccao Hide [Great Maccao]
Bird Wyvern Fang
Iron Ore"
918785,Fader Rod 1,Great Maccao,"Great Maccao Scale [Great Maccao]
Maccao Tailspike [Great Maccao]
Iron Ore"
92161,Rudra Jawblade 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Fang [Tigrex]"
155649,Grimclaw Barb 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
222977,Seize Hammer 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
286977,Rudra Stinger 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Tail [Tigrex]"
347649,Rudra's Howl 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Shell [Grimclaw Tigrex]
Grimclaw Scale [Grimclaw Tigrex]
Tigrex Scalp [Tigrex]"
480001,Rudra Shot 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Shell [Grimclaw Tigrex]
Grimclaw Scale [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
548609,Seize Cutter 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Fang [Tigrex]"
610817,Seize Axe 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Shell [Grimclaw Tigrex]
Grimclaw Scale [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
677377,Seize Burst 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Shell [Grimclaw Tigrex]
Grimclaw Scale [Grimclaw Tigrex]
Tigrex Fang [Tigrex]"
741121,Rudra Bow 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Fang [Tigrex]"
810497,Seize Slicers 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
873729,Seize Horn 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Shell [Grimclaw Tigrex]
Grimclaw Scale [Grimclaw Tigrex]
Tigrex Fang [Tigrex]"
997121,Rudra Divide 1,Grimclaw Tigrex,"Grimclaw Hunter I
Grimclaw Scale [Grimclaw Tigrex]
Grimclaw Shell [Grimclaw Tigrex]
Tigrex Claw [Tigrex]"
210689,Venom Monster 1,Gypceros,"Rubbery Hide [Gypceros]
Poison Sac
Gypceros Head [Gypceros]"
853761,Poisoned Capri 1,Gypceros,"Rubbery Hide [Gypceros]
Gypceros Head [Gypceros]
Poison Sac"
92417,Crisped Blazer 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tail [Glavenus]"
155905,Fiery Prominar 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tailpiece [Glavenus]"
223233,Magma Hammer 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Pyroshell [Glavenus]"
287233,Svarog Boomer 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Fang [Glavenus]"
347905,Ashen Blaster 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Pyroshell [Glavenus]"
480257,Infernal Solution 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Pyroshell [Glavenus]"
548865,Blazing Ognar 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Scale [Hellblade Glavenus]
Hellblade Shell [Hellblade Glavenus]
Glavenus Pyroshell [Glavenus]"
611073,Magma Axe 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tail [Glavenus]"
677633,Explosive Kabeira 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tail [Glavenus]"
741377,Hellish Wrath 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Scale [Hellblade Glavenus]
Hellblade Shell [Hellblade Glavenus]
Glavenus Fang [Glavenus]"
810753,Enflamed Slicers 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Scale [Hellblade Glavenus]
Hellblade Shell [Hellblade Glavenus]
Glavenus Pyroshell [Glavenus]"
873985,Magma Horn 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Flaming Bursa [Glavenus]"
932097,Ashen Teuza 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tail [Glavenus]"
997377,Ashen Demander 1,Hellblade Glavenus,"Hellblade Hunter I
Hellblade Shell [Hellblade Glavenus]
Hellblade Scale [Hellblade Glavenus]
Glavenus Tailpiece [Glavenus]"
273665,Dark Lance 1,Hornetaur,"Hornetaur Shell [Hornetaur]
Hornetaur Wing [Hornetaur]
Paralysis Sac"
333825,Flechette Gun 1,Hornetaur,"Vespoid Innerwing [Vespoid]
Hornetaur Carapace [Hornetaur]
King Scarab
Hornetaur Head [Hornetaur]"
534017,Black Katana Mk.I 1,Hornetaur,"Hornetaur Wing [Hornetaur]
Hornetaur Shell [Hornetaur]
Demondrug"
465153,Shotgun (Blood) 1,Iodrome,"Iodrome Hide+ [Iodrome]
Iodrome Violet Scale+ [Iodrome]
Ioprey Scale+ [Ioprey]
Carbalite Ore"
78337,Fanged Serpentblade 1,Ioprey,"Ioprey Fang [Ioprey]
Ioprey Scale [Ioprey]
Monster Bone S"
137473,Hydra Bite 1,Ioprey,"Ioprey Hide [Ioprey]
Ioprey Fang [Ioprey]
Paddock Oil"
74241,Thrash Blade 1,Kecha Wacha,"Hyper Hunter I
Kecha Talon [Kecha Wacha]
Kecha Grandbone [Kecha Wacha]"
274689,Expelger 1,Kecha Wacha,"Kecha Talon [Kecha Wacha]
Kecha Ear+ [Kecha Wacha]
Aqua Sac"
274945,Expelgouger 1,Kecha Wacha,"Hyper Hunter I
Kecha Talon [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]
Stoutbone"
461569,Sawgun 1,Kecha Wacha,"Kecha Talon [Kecha Wacha]
Kecha Ear+ [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]"
486657,Bulletfox 1,Kecha Wacha,"Famitsu Coupon
Kecha Fur [Kecha Wacha]
Kecha Auricle [Kecha Wacha]
Malfestio Goldfeather+ [Malfestio]"
534529,Curviscera 1,Kecha Wacha,"Kecha Talon [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]
Aqua Sac"
596737,Vavoom Axe 1,Kecha Wacha,"Kecha Grandbone [Kecha Wacha]
Kecha Talon [Kecha Wacha]
Dragonite Ore
Aqua Sac"
596993,Vavoom Vengeance 1,Kecha Wacha,"Hyper Hunter I
Kecha Ear+ [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]"
662529,Arya Gadda 1,Kecha Wacha,"Kecha Talon [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]
Kecha Ear+ [Kecha Wacha]
Carbalite Ore"
860161,Kecha Whappa 1,Kecha Wacha,"Kecha Pelt+ [Kecha Wacha]
Kecha Tail [Kecha Wacha]
Jumbo Bone"
860417,Kecha Thumpa 1,Kecha Wacha,"Hyper Hunter I
Kecha Pelt+ [Kecha Wacha]
Kecha Ear+ [Kecha Wacha]
Carbalite Ore"
922625,Mind Stick 1,Kecha Wacha,"Kecha Grandbone [Kecha Wacha]
Kecha Pelt+ [Kecha Wacha]
Torrent Sac"
67329,Khezu Shock Sword 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Iron Ore
Rubbery Hide [Gypceros]"
136705,Khezu Razor 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Machalite Ore"
475649,Angel Parasol 1,Khezu,"Bronze Guild Ticket
Pearl Hide [Khezu]
Thunder Sac [Khezu]
Blangonga Tail [Blangonga]"
656641,Full Voltage 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Rubbery Hide [Gypceros]"
728065,Khezu Bow 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Iron Ore"
792833,Khezu Daggers 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Lightcrystal
Machalite Ore"
859393,Khezu Horn 1,Khezu,"Flabby Hide [Khezu]
Pale Extract
Electro Sac [Khezu]
Monster Bone L"
919809,Bolt Chamber 1,Khezu,"Flabby Hide [Khezu]
Electro Sac [Khezu]
Pale Extract
Machalite Ore"
986113,Sentinel Blade 1,Khezu,"Carbalite Ore
Ioprey Hide+ [Ioprey]
Electro Sac [Khezu]
Pale Bone [Khezu]"
81665,Kirin Thundersword 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Mane [Kirin]
Rubbery Hide [Gypceros]
Lightcrystal"
146433,Kirin Bolt Ultimus 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Mane [Kirin]
Wyvern Fang
Rubbery Hide [Gypceros]"
269313,Thunderspear 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Hide [Kirin]
Rubbery Hide [Gypceros]
Lightcrystal"
333313,Quickcaster 1,Kirin,"Kirin Hide+ [Kirin]
Kirin Mane [Kirin]
Novacrystal
Carbalite Ore"
460033,Mythical Three-Horn 1,Kirin,"Kirin Mane [Kirin]
Kirin Hide [Kirin]
Kirin Thunderhorn [Kirin]"
460289,Blitz Bowgun 1,Kirin,"Hyper Hunter I
Kirin Hide+ [Kirin]
Kirin Thundertail [Kirin]"
601857,Peal 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Mane [Kirin]
Kirin Hide [Kirin]
Kut-Ku Ear [Yian Kut-Ku]"
665089,Thunder Yell 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Mane [Kirin]
Rubbery Hide [Gypceros]
Monster Fluid"
795649,Monarch 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Mane [Kirin]
Lightcrystal
Thunderbug"
928001,Indigo Flash 1,Kirin,"Kirin Thunderhorn [Kirin]
Kirin Hide [Kirin]
Lightcrystal
Monster Fluid"
85249,Icesteel Edge 1,Kushala Daora,"Daora Webbing [Kushala Daora]
Elder Dragon Bone
Daora Scale [Kushala Daora]"
148737,Icesteel Dagger 1,Kushala Daora,"Daora Claw [Kushala Daora]
Daora Shell [Kushala Daora]
Daora Scale [Kushala Daora]"
215809,Icesteel Hammer 1,Kushala Daora,"Daora Shell [Kushala Daora]
Daora Tail [Kushala Daora]
Rare Scarab"
267777,Dragon Rider Spear 1,Kushala Daora,"Hyper Hunter I
Daora Claw [Kushala Daora]
Daora Shell [Kushala Daora]"
280321,Icesteel Spear 1,Kushala Daora,"Daora Tail [Kushala Daora]
Daora Shell [Kushala Daora]
Daora Scale [Kushala Daora]"
339969,Daora's Delphinidae 1,Kushala Daora,"Daora Shell [Kushala Daora]
Daora Scale [Kushala Daora]
Daora Horn [Kushala Daora]
Dragonite Ore"
471809,Icesteel Wasp 1,Kushala Daora,"Daora Carapace [Kushala Daora]
Daora Horn [Kushala Daora]
Daora Claw [Kushala Daora]
Elder Dragon Bone"
543233,Icesteel Blade 1,Kushala Daora,"Daora Claw [Kushala Daora]
Daora Tail [Kushala Daora]
Elder Dragon Blood"
602113,Daora's Farasa 1,Kushala Daora,"Daora Webbing [Kushala Daora]
Daora Scale [Kushala Daora]
Daora Claw [Kushala Daora]
Elder Dragon Bone"
672001,Icesteel Gunlance 1,Kushala Daora,"Daora Shell [Kushala Daora]
Daora Tail [Kushala Daora]
Daora Scale [Kushala Daora]
Elder Dragon Blood"
731137,Icesteel Bow 1,Kushala Daora,"Daora Shell [Kushala Daora]
Daora Scale [Kushala Daora]
Elder Dragon Bone
Large Snowclod [Gammoth]"
868609,Daora's Taus 1,Kushala Daora,"Daora Shell [Kushala Daora]
Daora Horn [Kushala Daora]
Daora Webbing [Kushala Daora]"
927489,Daora's Entom 1,Kushala Daora,"Daora Scale [Kushala Daora]
Daora Horn [Kushala Daora]
Daora Tail [Kushala Daora]
Elder Dragon Bone"
992513,Daora's Casca 1,Kushala Daora,"Daora Scale [Kushala Daora]
Daora Webbing [Kushala Daora]
Daora Horn [Kushala Daora]
Elder Dragon Bone"
68609,Lagiacrus Blade 1,Lagiacrus,"Lagiacrus Tail [Lagiacrus]
Lagiacrus Claw [Lagiacrus]
Lagiacrus Scale [Lagiacrus]
Lightcrystal"
68865,Lagia Lightning 1,Lagiacrus,"Hyper Hunter I
Lagiacrus Claw+ [Lagiacrus]
Lagiacrus Hide+ [Lagiacrus]"
99073,Viking Hornsword 1,Lagiacrus,"Ocean Pyroxene
Privilege G
Lagiacrus Shard [Lagiacrus]
Lagiacrus Piel [Lagiacrus]"
142593,Lagia Sword 1,Lagiacrus,"Lagiacrus Claw [Lagiacrus]
Lagiacrus Horn [Lagiacrus]
Shell Shocker [Lagiacrus]
Electro Sac [Khezu]"
142849,Storm Sword 1,Lagiacrus,"Hyper Hunter I
Lagiacrus Claw+ [Lagiacrus]
Lagiacrus Hide+ [Lagiacrus]"
202241,Vortex Hammer 1,Lagiacrus,"Lagiacrus Horn [Lagiacrus]
Lagiacrus Claw [Lagiacrus]
Lagiacrus Hide [Lagiacrus]
Monster Bone+"
202497,Vortical Hammer 1,Lagiacrus,"Hyper Hunter I
Lagiacrus Horn+ [Lagiacrus]
Lagiacrus Scale+ [Lagiacrus]"
267009,Acrus Lance 1,Lagiacrus,"Lagiacrus Horn [Lagiacrus]
Shell Shocker [Lagiacrus]
Machalite Ore"
267265,Doris Spear 1,Lagiacrus,"Hyper Hunter I
Lagiacrus Horn+ [Lagiacrus]
Shell Shocker+ [Lagiacrus]"
336641,Lagia Blitz 1,Lagiacrus,"Lagiacrus Scale [Lagiacrus]
Shell Shocker [Lagiacrus]
R.Ludroth Claw [Royal Ludroth]
Monster Bone M"
468225,Thundacrus 1,Lagiacrus,"Shell Shocker+ [Lagiacrus]
Lagiacrus Hide+ [Lagiacrus]
Lagiacrus Claw+ [Lagiacrus]"
527617,Thunderclap 1,Lagiacrus,"Shell Shocker [Lagiacrus]
Lagiacrus Scale [Lagiacrus]
Dragonite Ore
Thunderbug"
590849,Bolt Axe 1,Lagiacrus,"Shell Shocker [Lagiacrus]
Lagiacrus Tail [Lagiacrus]
Lagiacrus Hide [Lagiacrus]
Monster Bone L"
591105,Volt Axe 1,Lagiacrus,"Hyper Hunter I
Lagiacrus Claw+ [Lagiacrus]
Lagiacrus Hide+ [Lagiacrus]"
660993,Lagia Burst 1,Lagiacrus,"Lagiacrus Tail [Lagiacrus]
Lagiacrus Claw [Lagiacrus]
Lagiacrus Scale [Lagiacrus]
Flame Sac"
730369,Voltsender 1,Lagiacrus,"Lagiacrus Scale [Lagiacrus]
Lagiacrus Horn [Lagiacrus]
Monster Bone L"
747521,Ala Victoria 1,Lagiacrus,"Ocean Pyroxene
Lagiacrus Shard [Lagiacrus]
Lagiacrus Piel [Lagiacrus]"
796673,Twin Acrus 1,Lagiacrus,"Lagiacrus Claw [Lagiacrus]
Lagiacrus Scale [Lagiacrus]
Lagiacrus Horn [Lagiacrus]
Electro Sac [Khezu]"
855809,Lagia Horn 1,Lagiacrus,"Lagiacrus Hide [Lagiacrus]
Lagiacrus Scale [Lagiacrus]
Lagiacrus Tail [Lagiacrus]
Cephalos Fin"
989185,Lagia Storm 1,Lagiacrus,"Shell Shocker [Lagiacrus]
Lagiacrus Claw [Lagiacrus]
Lagiacrus Hide [Lagiacrus]
Monster Bone L"
76801,Snowclad 1,Lagombi,"Lagombi Pelt [Lagombi]
Lagombi Plastron [Lagombi]
Jumbo Bone"
329473,Spheniscine Slayer 1,Lagombi,"Lagombi Plastron [Lagombi]
Lagombi Pelt [Lagombi]
Giaprey Hide [Giaprey]"
526081,Ivory Rabbit 1,Lagombi,"Lagombi Plastron [Lagombi]
Lagombi Iceclaw [Lagombi]
Blango Pelt [Blango]"
656897,Lagomberator 1,Lagombi,"Lagombi Plastron [Lagombi]
Lagombi Pelt [Lagombi]
Iron Ore"
796929,Snow Slicers 1,Lagombi,"Lagombi Pelt [Lagombi]
Lagombi Plastron [Lagombi]
Lagombi Iceclaw [Lagombi]"
96001,Dragonslayer 1,Lao-Shan Lung,"Lao-Shan Shard [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Rathian Shard [Rathian]
Pure Dragon Blood"
225537,Dragon Destroyer 1,Lao-Shan Lung,"Lao-Shan Megaclaw [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Lao-Shan Shard [Lao-Shan Lung]
Allfire Stone"
289793,Vermilion Rim 1,Lao-Shan Lung,"Lao-Shan Megaclaw [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Rath Wingtalon+
Lrg ElderDragon Bone"
350465,Lao-Shan Lung Cannon 1,Lao-Shan Lung,"Lao-Shan Cortex [Lao-Shan Lung]
Lao-Shan Shard [Lao-Shan Lung]
Rathalos Fellwing
Eltalite Ore"
552449,Burning Dragonsword 1,Lao-Shan Lung,"Lao-Shan Hardhorn [Lao-Shan Lung]
Lao-Shan Megaclaw [Lao-Shan Lung]
Allfire Stone
Lao-Shan Shard [Lao-Shan Lung]"
613889,Dragon Ripper 1,Lao-Shan Lung,"Lao-Shan Hardhorn [Lao-Shan Lung]
Lao-Shan Shard [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Pure Dragon Blood"
743681,Kingdomfall 1,Lao-Shan Lung,"Lao-Shan Hardhorn [Lao-Shan Lung]
Lao-Shan Shard [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Lrg ElderDragon Bone"
814081,Flaming Pair 1,Lao-Shan Lung,"Lao-Shan Hardhorn [Lao-Shan Lung]
Lao-Shan Shard [Lao-Shan Lung]
Lao-Shan Megaclaw [Lao-Shan Lung]
Allfire Stone"
1000449,Vermilion Veil 1,Lao-Shan Lung,"Lao-Shan Hardhorn [Lao-Shan Lung]
Lao-Shan Cortex [Lao-Shan Lung]
Allfire Stone
Pure Dragon Blood"
66817,Igneous Blade 1,Lavasioth,"Lavasioth Scale+ [Lavasioth]
Lavasioth Fin+ [Lavasioth]
Monster Broth"
266497,Lava Cone 1,Lavasioth,"Lavasioth Carapace [Lavasioth]
Lavasioth Fin+ [Lavasioth]
Lava Nugget
Firestone"
466689,Lava Storm 1,Lavasioth,"Lavasioth Scale+ [Lavasioth]
Lavasioth Fin+ [Lavasioth]
Cephalos Fang+ [Cephadrome]
Firecell Stone"
529409,Liquid Fire Blade 1,Lavasioth,"Lavasioth Scale+ [Lavasioth]
Lavasioth Carapace [Lavasioth]
Carbalite Ore"
657665,Volcano Gunlance 1,Lavasioth,"Lavasioth Scale+ [Lavasioth]
Lavasioth Carapace [Lavasioth]
Firecell Stone"
863489,Lava Alphorn 1,Lavasioth,"Lavasioth Scale+ [Lavasioth]
Lavasioth Fin+ [Lavasioth]
Monster Keenbone
Screamer Sac"
983809,Lava's Veil 1,Lavasioth,"Lavasioth Carapace [Lavasioth]
Lavasioth Fin+ [Lavasioth]
Monster Keenbone
Firestone"
